source_name,url,record_type,primary_topic,secondary_topic,targeting_type,follower_tier,content_style,mainstream_flag,pod,youtube,facebook,x,instagram,tiktok,substack,online,rumble,telegram,cable,radio,TSP,CEC,TC,WE,PP,HF,PFF,HHN,MFL,VS,UCP,FJP,HCP,HAD,HCI,GHI,reach_score,uniqueness_score,recognition_score,scale_fit_score,strategic_priority,field_eligible,field_eligible_relaxed,track
Robb Wolf ,instagram.com/dasrobbwolf,influencer,Nutrition and diet,Natural and alternative health,Addressable,macro,educational,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
Dr. Tenpenny ,instagram.com/drtenpenny,influencer,Vaccines and immunization,,Organic,macro,activist,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,10,1,1,GOP
Naturally Nourished  (Ali Miller),instagram.com/aliMillerRD,influencer,Nutrition and diet,Natural and alternative health,Addressable,macro,lifestyle,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
MAHA Mom  (Rebecca Kleefisch),instagram.com/mahamom,influencer,Natural and alternative health,Political news and commentary,Addressable,micro,activist,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Balanced Bites  (Diane Sanfilippo),instagram.com/balancedbites,influencer,Nutrition and diet,,Addressable,macro,lifestyle,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Well Fed  (Melissa Joulwan),instagram.com/melicious,influencer,Nutrition and diet,Fitness and physical performance,Addressable,micro,lifestyle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
Homesteaders of America ,instagram.com/homesteadersofamerica,influencer,Natural and alternative health,,Addressable,macro,lifestyle,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
The Paleo Mom  (Sarah Ballantyne),instagram.com/thepaleomom,influencer,Nutrition and diet,Natural and alternative health,Addressable,macro,educational,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Katie Wells  (Wellness Mama),tiktok.com/@wellnessmama,influencer,Natural and alternative health,Nutrition and diet,Addressable,macro,lifestyle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Robyn Openshaw  (Green Smoothie Girl),instagram.com/greensmoothiegirl,influencer,Natural and alternative health,,Addressable,macro,lifestyle,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Trina Holden  (Real Food Living),instagram.com/trinaholden,influencer,Nutrition and diet,Faith and values,Addressable,micro,lifestyle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Alex Lawson  (Social Security Works),x.com/alexlawson,influencer,Health policy,Worker and economic issues,Addressable,micro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,2,3,10,1,1,BOTH
Bernie Sanders ,instagram.com/berniesanders,influencer,Political news and commentary,Worker and economic issues,Addressable,mega,activist,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,3,3,11,1,1,BOTH
Ro Khanna ,x.com/rokhanna,influencer,Health policy,Worker and economic issues,Addressable,macro,activist,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,3,3,11,1,1,BOTH
AFSCME ,instagram.com/afscme,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
SEIU ,instagram.com/seiu,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Patient Rights Advocate ,x.com/patientadvocate,influencer,Health policy,,Addressable,micro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,2,3,10,1,1,BOTH
Bryan Johnson ,x.com/bryan_johnson,influencer,Longevity and anti-aging,Health technology and innovation,Addressable,mega,lifestyle,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Balaji Srinivasan ,x.com/balajis,influencer,Health technology and innovation,Political news and commentary,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Michael Levin ,x.com/drmichaellevin,influencer,Science and medical research,Health technology and innovation,Addressable,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,2,3,10,1,1,BOTH
George Church ,x.com/geochurch,influencer,Science and medical research,Health technology and innovation,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,12,1,1,BOTH
Aubrey de Grey ,x.com/aubreydegrey,influencer,Longevity and anti-aging,Science and medical research,Addressable,macro,educational,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Lex Fridman ,x.com/lexfridman,influencer,Health technology and innovation,Science and medical research,Addressable,mega,educational,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Sam Altman ,x.com/sama,influencer,Health technology and innovation,,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Vinod Khosla ,x.com/vkhosla,influencer,Health technology and innovation,Health policy,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Casey Means ,x.com/caseymeans,influencer,Longevity and anti-aging,Health technology and innovation,Addressable,macro,lifestyle,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Calley Means ,x.com/calleymeans,influencer,Health policy,Natural and alternative health,Addressable,macro,activist,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,2,3,1,9,1,1,GOP
Marc Andreessen ,x.com/pmarca,influencer,Health technology and innovation,,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Garry Tan ,x.com/garrytan,influencer,Health technology and innovation,,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,12,1,1,BOTH
Bart Kay ,x.com/bart_kay_nutrition,influencer,Nutrition and diet,Vaccines and immunization,Organic,micro,activist,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,3,9,1,1,GOP
Anthony Chaffee MD ,instagram.com/anthonychaffeemd,influencer,Nutrition and diet,,Addressable,macro,educational,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Carnivore Aurelius ,instagram.com/carnivoreaureli,influencer,Nutrition and diet,Fitness and physical performance,Addressable,macro,lifestyle,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Steak and Butter Gal ,instagram.com/steakandbuttergal,influencer,Nutrition and diet,,Addressable,macro,lifestyle,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Ken Berry MD  (Keep it Simple),instagram.com/kendberry.md,influencer,Nutrition and diet,Natural and alternative health,Addressable,mega,educational,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
Dr. Eric Berg ,tiktok.com/@drericberg,influencer,Nutrition and diet,Natural and alternative health,Addressable,mega,educational,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
Frank Tufano ,instagram.com/franktufano,influencer,Nutrition and diet,,Addressable,micro,lifestyle,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Dr. Amy Myers ,instagram.com/dramymyers,influencer,Natural and alternative health,,Addressable,macro,lifestyle,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Dr. Jolene Brighten  ,instagram.com/drjolenebrighten,influencer,Natural and alternative health,,Addressable,macro,educational,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Aviva Romm MD ,instagram.com/avivaromm,influencer,Natural and alternative health,,Addressable,macro,educational,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,3,2,11,1,1,BOTH
The Holistic Psychologist  (Dr. Nicole LePera),instagram.com/the.holistic.psychologist,influencer,Natural and alternative health,,Addressable,mega,educational,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,2,3,2,10,1,1,BOTH
MindBodyGreen ,instagram.com/mindbodygreen,influencer,Natural and alternative health,,Addressable,mega,lifestyle,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,3,2,11,1,1,BOTH
Sakara Life ,instagram.com/sakaralife,influencer,Nutrition and diet,Natural and alternative health,Addressable,macro,lifestyle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,3,2,11,1,1,BOTH
Essential Oils ,instagram.com/doterra,influencer,Natural and alternative health,Supplements and vitamins,Addressable,mega,lifestyle,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Young Living ,instagram.com/youngliving,influencer,Natural and alternative health,Supplements and vitamins,Addressable,mega,lifestyle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Herbal Academy ,instagram.com/theherbalacademy,influencer,Natural and alternative health,,Addressable,macro,educational,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Organic Olivia ,instagram.com/organicolivia,influencer,Natural and alternative health,Nutrition and diet,Addressable,macro,lifestyle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Fully Raw Kristina ,instagram.com/fullyrawkristina,influencer,Nutrition and diet,Natural and alternative health,Addressable,macro,lifestyle,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Dr. Sebi Community ,instagram.com/drsebiofficial,influencer,Natural and alternative health,,Addressable,macro,community,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
The Herbal Spoon ,instagram.com/theherbalspoon,influencer,Natural and alternative health,,Addressable,micro,lifestyle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Essentially Elana ,instagram.com/essentially_elana,influencer,Natural and alternative health,,Addressable,micro,lifestyle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Plant Based News ,tiktok.com/@plantbasednews,influencer,Nutrition and diet,Environmental and climate health,Addressable,macro,activist,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,3,2,11,1,1,BOTH
Dr. Zach Bush ,instagram.com/zachbushmd,influencer,Natural and alternative health,Environmental and climate health,Addressable,macro,educational,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Kitchen Witch ,tiktok.com/@kitchenwitch,influencer,Natural and alternative health,,Addressable,micro,lifestyle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Aaron Siri  (ICAN),x.com/aaronsiri,influencer,Vaccines and immunization,,Addressable,macro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Mary Holland  (CHD),x.com/maryhollandlaw,influencer,Vaccines and immunization,Political news and commentary,Addressable,micro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Meryl Nass MD ,x.com/merylnass,influencer,Vaccines and immunization,,Addressable,macro,activist,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Harvey Risch ,x.com/HarveyRisch,influencer,Vaccines and immunization,Science and medical research,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Rand Paul ,x.com/randpaul,influencer,Political news and commentary,Health policy,Addressable,mega,activist,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Thomas Massie ,x.com/thomasmassie,influencer,Political news and commentary,Health policy,Addressable,macro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Dr. Sherri Tenpenny ,x.com/busydrtenpenny,influencer,Vaccines and immunization,,Organic,macro,activist,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,10,1,1,GOP
Stephanie Seneff ,x.com/stephanieseneff,influencer,Vaccines and immunization,Science and medical research,Organic,micro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,3,9,1,1,GOP
Dr. Carrie Madej ,x.com/dr_carrie_madej,influencer,Vaccines and immunization,,Organic,macro,activist,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,3,10,1,1,GOP
Liz Wheeler ,x.com/lizwheeler,influencer,Political news and commentary,Vaccines and immunization,Addressable,macro,activist,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
Health Freedom Defense Fund ,x.com/hfdf_org,influencer,Vaccines and immunization,,Addressable,micro,activist,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Vaccine Safety Research Foundation ,x.com/vsrf_official,influencer,Vaccines and immunization,,Organic,micro,activist,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,3,9,1,1,GOP
Ady Barkan  (Be a Hero),x.com/adybarkan,influencer,Health policy,,Addressable,macro,activist,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,12,1,1,DEM
Nina Turner ,x.com/ninaturner,influencer,Political news and commentary,Health policy,Addressable,macro,activist,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,12,1,1,DEM
AOC ,instagram.com/ocasio2018,influencer,Political news and commentary,Health policy,Addressable,mega,activist,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,12,1,1,DEM
Dr. Abdul El-Sayed ,x.com/abdulelsayed,influencer,Health policy,,Addressable,macro,educational,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,3,3,12,1,1,DEM
Physicians for a National Health Program ,x.com/pnhpnews,influencer,Health policy,,Addressable,macro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,3,3,12,1,1,DEM
Briahna Joy Gray ,x.com/brianajoy,influencer,Political news and commentary,Health policy,Addressable,macro,activist,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,12,1,1,DEM
Ryan Grim  (The Intercept),x.com/ryangrim,influencer,Political news and commentary,Health policy,Addressable,macro,activist,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,12,1,1,DEM
Healthcare-NOW ,x.com/healthcare_now,influencer,Health policy,,Addressable,micro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,11,1,1,DEM
Rev. William Barber II ,instagram.com/revdrbarber,influencer,Faith and values,Political news and commentary,Addressable,mega,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Lisa Sharon Harper  (Freedom Road ),instagram.com/lisasharhar,influencer,Faith and values,Political news and commentary,Addressable,macro,activist,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Latasha Morrison (Be the Bridge),instagram.com/latashamorrison,influencer,Faith and values,,Addressable,macro,community,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Christina Edmondson  ,instagram.com/chris_edmondson,influencer,Faith and values,Political news and commentary,Addressable,macro,community,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Jemar Tisby ,instagram.com/jemartisby,influencer,Faith and values,Political news and commentary,Addressable,macro,educational,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Black Girl Health ,instagram.com/blackgirlhealth,influencer,Health policy,,Addressable,macro,educational,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Dr. Uch̩ Blackstock ,instagram.com/ucheblackstock,influencer,Health policy,,Addressable,macro,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,3,3,12,1,1,DEM
Dr. Oni Blackstock ,x.com/oniblackstock,influencer,Health policy,,Addressable,micro,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,11,1,1,DEM
Unwell Network ,tiktok.com/@unwellnetwork,influencer,Health policy,,Addressable,macro,educational,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Chika Stacy Oriuwa  ,instagram.com/chikaoriuwa,influencer,Health policy,,Addressable,macro,educational,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
The Movement for Black Lives Health,instagram.com/mvmt4bl,influencer,Health policy,Political news and commentary,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Bettina Judd  ,instagram.com/bettinajudd,influencer,Health policy,Faith and values,Addressable,micro,educational,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,3,11,1,1,DEM
National Birth Equity Collaborative,instagram.com/birthequity,influencer,Health policy,,Addressable,macro,activist,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,12,1,1,DEM
Sara Nelson (AFA Union),x.com/saranelsonafa,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Shawn Fain (UAW),x.com/shawnfain_uaw,influencer,Worker and economic issues,,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Liz Shuler (AFL-CIO),x.com/lizshuler,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Harold Schaitberger (IAFF),x.com/iaff,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
UFCW ,instagram.com/ufcw,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Teamsters ,instagram.com/teamsters,influencer,Worker and economic issues,,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Jobs with Justice ,x.com/jwjnational,influencer,Worker and economic issues,Health policy,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Working Families Party ,x.com/workingfamilies,influencer,Political news and commentary,Worker and economic issues,Addressable,macro,activist,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,12,1,1,BOTH
Ashish Jha ,x.com/ashishkjha,influencer,Health policy,Science and medical research,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Bob Wachter ,x.com/bobwachter,influencer,Health policy,Science and medical research,Addressable,mega,educational,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Vivek Murthy ,x.com/surgeon_general,influencer,Health policy,Science and medical research,Addressable,mega,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,3,3,11,1,1,DEM
Mandy Cohen ,x.com/mandycohenmd,influencer,Health policy,Science and medical research,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Hala Mazur ,instagram.com/halamazur,influencer,Health technology and innovation,,Addressable,micro,educational,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,2,3,11,1,1,BOTH
Dr. Atul Gawande ,x.com/atulgawande,influencer,Health policy,Science and medical research,Addressable,mega,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Andy Slavitt ,x.com/aslavitt,influencer,Health policy,,Addressable,mega,educational,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,3,11,1,1,DEM
Farzad Mostashari ,x.com/farzad_md,influencer,Health technology and innovation,Health policy,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Zeke Emanuel ,x.com/zekemanuel,influencer,Health policy,,Addressable,macro,educational,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,12,1,1,DEM
Dave deBronkart ,x.com/epatientdave,influencer,Health policy,Health technology and innovation,Addressable,micro,activist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,3,11,1,1,BOTH
AARP ,x.com/aarp,influencer,Medicare and senior health,Health policy,Addressable,mega,educational,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,12,1,1,DEM
Medicare Rights Center ,x.com/medicareRights,influencer,Medicare and senior health,Health policy,Addressable,macro,educational,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,12,1,1,DEM
Social Security Works ,x.com/ssworks,influencer,Medicare and senior health,Worker and economic issues,Addressable,macro,activist,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,2,3,2,10,1,1,BOTH
